,guj_text,result
228,"એવોર્ડ બધા સખ્તાઇથી છે , વાસ્તવિક પ્રતિભા તેને ક્યારેય મેળવી શકશે નહીં .",1
229,તમારું ક્રિકેટ રમવું એટલું ખરાબ છે કે બોલ તમારી  આવતા પહેલા સીમાને મારી નાખે છે .,1
230,"લાઇવ હાસ્ય , દરેક ક્ષણનો આનંદ માણો અને સ્મિત સાથે જીવન ગીત ગાઓ",0
231,"પ્રશ્નો પૂછશો નહીં , તે તમને ફસાઇ જશે !",1
232,મને લાગે છે કે ગણિતનો અર્થ છે કે રાત-રાત પ્રશ્નોને  કરવો અને ક્યારેય  સમાયેલા સ્રોતોને યાદ રાખવું .,1
233,"હું જીમમાં જવાનો ઇરાદો રાખું છું , ફક્ત તે ક્યારે આવશે તેની રાહ જોવી !",1
234,"પ્રથમ વસંત છંટકાવ , જમીનના હૃદયમાં નવી ખુશીના બીજ વાવવો ( છબી : ફૂલો  પડતા ટીપાંની ક્લોઝ-અપ )",0
235,"કવિતા વાંચ્યા પછી ,  હચમચી ઉઠ્યું , તમારો અર્થ શું છે તે સમજાતું નથી .",1
236,"સૂર્યની કિરણોને આલિંગવું , નવા દિવસને સ્મિતથી સજાવટ કરો",0
237,જીવનના નાના આનંદનો આનંદ માણીને  બ્રેડ  માખનનો પ્રેમ,0
238,"તે સની છે , હિંમત જાગૃત કરે છે , મુશ્કેલીઓ પાર કરે છે , ફ્લોર શોધે છે",0
239,"મિત્રોને આલિંગવું , તેઓ જીવનનો કિંમતી ટેકો છે , સાથે મળીને ઉજવણી કરે છે",0
240,"બેંક લોન લેવી  જીવન બનાવવા જેવું છે , જેમ કે સારા દિવસો ક્યારે આવશે , કોઈને  નથી .",1
241,જ્યારે હીરોએ નાયિકા વિના કોઈની હત્યા કરી ત્યારે  ફિલ્મનું સૌથી મોટું રોમેન્ટિક દ્રશ્ય છે .,1
242,"વાહ ,   ગીતો  લખે છે , પેઇન્ટિંગ  કરે છે , અને કવિતાઓ  લખે છે ! હવે મનુષ્યને કલામાં કારકિર્દી બનાવવાનો કોઈ અર્થ નથી !",1
243,હું શારીરિક શિક્ષણ વર્ગમાં એટલો પરસેવો કરું છું કે મને લાગે છે કે હું માનવ બાષ્પીભવન મશીન છું .,1
244,"મને કામ કરવાનો  નથી , હું ફક્ત સીઈઓ બનવાનું કામ કરું છું .",1
245,"સાથે નૃત્ય કરો , નિખાલસતામાં ગીતનું ગીત ગાઓ",0
246,"એઆઈની સામે , મનુષ્યની બુદ્ધિ ઝાંખી થવા લાગી છે , હવે તે હવે કોઈ ઉપયોગમાં નથી !",1
247,હું તમારા આત્માને જોવાનો પ્રયત્ન કરી રહ્યો છું ... તમારી પાસે છે ?,1
248,હું શારીરિક શિક્ષણનો વર્ગ મારા શરીરને  બનાવવાની  તરીકે જોઉં છું .,1
249,તેનો અવાજ એટલો ખરાબ છે કે કાનમાં દુખાવો શરૂ થાય છે !,1
250,"દરરોજ કંઈક નવું શીખો , જ્  ાનનો દીવો પ્રકાશ રાખો",0
251,તે નાના સુખમાં ખૂબ  હળવા છે,0
252,શું  બાળક ચિત્રકામ કરે છે કે મોટા કલાકાર ?,1
253,કવિની કવિતાઓ એટલી કંટાળાજનક છે કે આંખો તેઓ વાંચતાની સાથે  બંધ થવા લાગે છે .,1
254,"પ્રકૃતિના મંતવ્યોમાં ખોવાઈ જાઓ , તે શાંતિની યાત્રા આપશે",0
255,"મને લાગે છે કે તમારા ડ્રોઇંગમાં કેટલાક રંગોનો અભાવ છે , કદાચ બધા રંગો સમાપ્ત  ગયા હતા ?",1
256,જેઓ જીવનના માર્ગ   સાથે ચાલે છે તે દરેક પગલાને  બનાવે છે,0
257,મને લાગે છે કે જેટલી વધુ સામાજિક સેવા હું સેવા આપું છું તેટલું  લોકોનો સ્વાર્થ વધે છે .,1
258,"પીઇ વર્ગ પૂરો થયા પછી , મારું શરીર એટલું કંટાળી ગયું છે કે મને લાગે છે કે હું  અઠવાડિયા સુધી સૂઈશ નહીં !",1
259,"પ્રોગ્રામિંગ ભાષા છે , તે ફક્ત કોડ લખવા માટે છે , હકીકતમાં તે સમજવું નથી .",1
260,"તમારા ચિત્રોને જોતા , મને લાગે છે કે હું  આર્ટ મ્યુઝિયમમાં છું .",1
261,"પ્રોજેક્ટ સમયમર્યાદા છે , તે ફક્ત બતાવવા માટે છે , હકીકતમાં આપણે બધા જાણીએ છીએ કે તેને પૂર્ણ કરવું અશક્ય છે .",1
